ID,default,split
3945,0,train
9445,0,train
6974,0,train
15838,0,train
2658,0,train
25179,0,train
19864,1,train
24474,0,train
23767,0,train
6060,0,train
18074,1,train
4604,0,train
13601,0,train
14832,0,train
13372,0,train
29711,0,train
16385,0,train
2955,0,train
29616,1,train
7075,0,train
29953,0,train
27464,0,train
20674,1,train
24181,0,train
27202,0,train
13434,0,train
17620,1,train
24408,1,train
2931,0,train
4439,0,train
12911,0,train
19661,1,train
22427,0,train
26504,0,train
17394,1,train
24868,0,train
13385,0,train
8960,0,train
7733,1,train
13116,0,train
6927,1,train
5661,0,train
12291,0,train
24696,0,train
19790,0,train
11653,0,train
25885,1,train
11324,0,train
26880,0,train
311,0,train
15326,0,train
3715,0,train
26990,0,train
27796,0,train
20211,1,train
11386,0,train
4189,1,train
23323,1,train
2446,1,train
15540,0,train
16376,1,train
8244,0,train
8416,0,train
27777,0,train
1536,0,train
13549,1,train
26731,0,train
17984,0,train
29393,0,train
19760,0,train
1924,0,train
4961,0,train
21602,1,train
11553,0,train
1207,1,train
4816,0,train
6059,0,train
24997,1,train
8652,0,train
12711,0,train
26845,0,train
2306,0,train
22917,0,train
10133,0,train
2211,0,train
26292,0,train
9403,0,train
28082,1,train
29484,1,train
1788,0,train
13557,0,train
25588,1,train
23205,0,train
15080,0,train
6649,0,train
28431,0,train
23510,0,train
6105,1,train
342,0,train
4540,0,train
9446,1,train
12992,0,train
4005,0,train
22588,0,train
13560,0,train
24097,0,train
26358,0,train
16897,0,train
28057,0,train
26018,0,train
10669,0,train
17917,1,train
19493,0,train
23508,0,train
23361,0,train
2144,1,train
2230,0,train
10559,0,train
14281,1,train
27732,0,train
28774,0,train
18630,0,train
26280,0,train
2874,0,train
5665,0,train
21604,0,train
15744,0,train
7382,1,train
22153,1,train
16687,1,train
23888,0,train
24252,0,train
28475,0,train
125,0,train
22038,0,train
20137,0,train
14599,1,train
6787,0,train
29627,0,train
13554,0,train
9937,0,train
19741,0,train
3213,0,train
10204,0,train
17581,1,train
8788,0,train
20118,0,train
10966,0,train
24955,0,train
3872,1,train
10035,1,train
7111,0,train
25640,0,train
6976,0,train
3338,0,train
3211,0,train
12303,1,train
27519,0,train
26118,0,train
23754,0,train
15218,0,train
18947,1,train
17855,0,train
22029,0,train
22618,0,train
5813,1,train
1776,1,train
3874,1,train
11869,0,train
17872,1,train
16461,0,train
10917,0,train
23297,1,train
8685,0,train
1553,0,train
16067,1,train
14683,0,train
2026,1,train
14807,0,train
6364,1,train
18066,0,train
12167,0,train
11044,1,train
5242,0,train
5904,0,train
8760,0,train
2551,0,train
29601,0,train
23176,0,train
8518,0,train
17232,0,train
20512,1,train
28707,0,train
2351,0,train
26853,0,train
23608,1,train
21335,0,train
29709,0,train
12063,0,train
10735,0,train
27640,0,train
25011,0,train
7910,0,train
27148,0,train
1820,0,train
1732,1,train
27023,0,train
18236,0,train
25309,0,train
18428,0,train
16544,1,train
19160,0,train
11269,0,train
27396,0,train
4019,1,train
2470,0,train
14456,0,train
18444,1,train
19126,0,train
8373,0,train
24033,1,train
25799,1,train
7984,0,train
21634,1,train
25215,0,train
24015,0,train
28722,0,train
27375,1,train
26573,0,train
17496,0,train
9173,0,train
20433,0,train
4435,0,train
29797,0,train
9702,0,train
12880,0,train
15875,0,train
17910,1,train
330,0,train
26753,0,train
16432,0,train
16653,0,train
6436,0,train
3935,0,train
27082,0,train
1930,0,train
9608,0,train
6084,1,train
21148,1,train
22446,0,train
12075,0,train
6269,1,train
11889,0,train
12758,0,train
17099,0,train
5043,0,train
461,0,train
25108,0,train
20945,0,train
14558,0,train
27279,1,train
5858,0,train
22850,0,train
29327,0,train
17548,1,train
2747,1,train
29025,1,train
26413,0,train
2069,1,train
2504,1,train
2899,1,train
13438,0,train
3311,1,train
18510,0,train
27923,1,train
10445,0,train
9221,0,train
24274,0,train
4498,1,train
5996,0,train
9913,0,train
25443,1,train
8263,1,train
5166,0,train
23134,1,train
7148,0,train
20398,0,train
5623,0,train
26444,0,train
21617,0,train
5220,1,train
20611,0,train
17990,0,train
17948,0,train
1378,0,train
29846,1,train
8230,0,train
12006,1,train
7890,0,train
14806,0,train
14205,1,train
27567,0,train
18212,0,train
8143,1,train
11958,0,train
12577,1,train
13334,0,train
19682,0,train
2368,0,train
22396,0,train
18437,0,train
24627,1,train
4876,0,train
3427,0,train
16693,0,train
7405,1,train
4660,1,train
16744,0,train
8552,0,train
13906,0,train
7835,0,train
26616,1,train
18610,1,train
18779,0,train
7330,1,train
22906,0,train
14589,0,train
3154,1,train
18251,1,train
14187,1,train
26786,0,train
3703,0,train
8310,0,train
8880,0,train
28879,0,train
603,0,train
7300,0,train
231,0,train
14655,0,train
18957,0,train
7888,0,train
4469,0,train
9126,0,train
27738,0,train
20165,1,train
26316,1,train
19725,0,train
7782,0,train
8431,0,train
23959,0,train
25915,0,train
3569,1,train
3617,0,train
27779,0,train
15498,1,train
27290,0,train
17089,0,train
25419,1,train
10245,0,train
27760,1,train
3971,0,train
4509,0,train
11008,0,train
18513,0,train
2736,0,train
20219,0,train
15844,1,train
21473,0,train
8030,0,train
6726,1,train
13948,0,train
7813,0,train
7223,0,train
9469,1,train
1423,0,train
3117,0,train
3165,0,train
24357,0,train
29564,0,train
19105,1,train
7960,0,train
19482,0,train
22127,0,train
16413,0,train
15453,0,train
22305,0,train
10048,0,train
1819,0,train
11058,0,train
25323,0,train
1195,0,train
11959,0,train
4584,1,train
23182,0,train
3541,1,train
11857,0,train
6772,0,train
20984,1,train
6892,0,train
1115,0,train
26742,0,train
27400,0,train
20485,0,train
4676,0,train
28968,0,train
19520,1,train
25297,0,train
14624,1,train
4109,0,train
17391,0,train
15067,0,train
6233,0,train
5785,0,train
4982,1,train
14940,0,train
11624,0,train
22777,1,train
2978,0,train
14860,0,train
8702,1,train
21375,0,train
3158,0,train
19382,0,train
18282,1,train
4513,0,train
13512,0,train
5865,1,train
5398,0,train
21088,0,train
27996,0,train
22650,0,train
4887,0,train
17999,0,train
26268,0,train
5926,0,train
25668,0,train
2957,1,train
17678,0,train
12259,0,train
13533,0,train
23998,0,train
8780,0,train
28046,0,train
15447,0,train
29603,0,train
7004,0,train
9452,1,train
14432,0,train
25780,0,train
22640,0,train
16991,0,train
19844,1,train
15737,0,train
28697,0,train
28804,0,train
25980,0,train
5359,0,train
25242,0,train
4153,0,train
26385,0,train
27454,1,train
16327,1,train
11838,1,train
17434,0,train
19671,0,train
28493,1,train
23124,0,train
5651,0,train
13844,0,train
23292,1,train
5487,0,train
15674,0,train
25667,0,train
20385,1,train
12678,0,train
8399,0,train
5213,0,train
5953,0,train
7956,0,train
11797,1,train
29462,0,train
24484,1,train
15795,0,train
9710,0,train
6199,0,train
10541,0,train
27894,0,train
3555,0,train
2194,0,train
2045,0,train
25205,0,train
12189,1,train
17342,0,train
1812,0,train
28159,0,train
4009,0,train
13642,0,train
7564,0,train
27219,0,train
21753,0,train
11165,0,train
6555,0,train
6621,0,train
27674,1,train
13305,0,train
16129,1,train
19505,0,train
25791,0,train
15430,0,train
19767,0,train
2983,0,train
2108,0,train
16880,0,train
24482,1,train
26089,0,train
7196,1,train
18500,0,train
9100,0,train
11967,0,train
11981,1,train
26661,0,train
28688,0,train
29693,0,train
7569,1,train
4423,0,train
27559,0,train
2099,0,train
17118,0,train
18034,1,train
12407,1,train
27842,0,train
19186,0,train
12487,0,train
23525,0,train
9218,1,train
15078,0,train
8740,0,train
4978,0,train
4428,0,train
5523,0,train
26269,0,train
1790,0,train
10832,0,train
26333,0,train
28462,0,train
23953,1,train
8708,1,train
6596,0,train
20786,0,train
6564,0,train
19266,1,train
21135,0,train
22345,0,train
7976,0,train
6706,0,train
7897,1,train
20377,0,train
24944,1,train
2919,1,train
3637,0,train
3976,0,train
26140,0,train
10459,0,train
4413,0,train
20604,1,train
16083,0,train
1605,0,train
14070,0,train
2855,1,train
20096,0,train
4735,0,train
20753,0,train
23874,0,train
9719,1,train
22972,0,train
9279,0,train
1667,0,train
829,0,train
4733,0,train
22015,0,train
27625,0,train
8439,0,train
28974,1,train
27160,1,train
13239,1,train
14369,0,train
25630,1,train
26277,0,train
20223,0,train
26288,0,train
23185,0,train
23146,0,train
14387,0,train
18852,1,train
22098,0,train
16242,0,train
2636,0,train
23613,0,train
21430,0,train
27563,0,train
4723,1,train
21510,1,train
28398,0,train
20246,0,train
21698,0,train
2278,0,train
28838,0,train
14693,1,train
23051,0,train
9697,1,train
255,0,train
10797,0,train
2518,0,train
3752,0,train
987,0,train
29901,1,train
10075,0,train
2046,1,train
14107,0,train
12321,0,train
25091,0,train
5750,0,train
24916,1,train
18509,1,train
8005,1,train
7807,0,train
19667,0,train
12467,0,train
29508,0,train
8537,0,train
20672,1,train
7353,0,train
20575,0,train
622,0,train
20272,0,train
19561,0,train
24178,0,train
23542,0,train
27518,0,train
24463,0,train
9132,1,train
23493,0,train
27792,0,train
3188,1,train
5293,0,train
18351,1,train
4422,0,train
23097,0,train
26947,0,train
16266,0,train
29381,0,train
19963,0,train
1677,0,train
21160,0,train
23968,0,train
8241,0,train
22364,0,train
29678,0,train
29626,0,train
17430,1,train
10187,1,train
15505,0,train
9472,0,train
15292,0,train
3754,0,train
9644,0,train
20262,0,train
12785,1,train
5032,1,train
19181,0,train
1330,0,train
4811,0,train
13277,0,train
16180,1,train
14888,1,train
10028,0,train
16040,1,train
24119,0,train
1454,0,train
2018,1,train
7990,0,train
26789,1,train
1558,0,train
18188,0,train
25661,0,train
1011,0,train
20202,0,train
21680,0,train
1205,0,train
16642,0,train
6086,1,train
15307,1,train
29520,0,train
27008,0,train
11456,0,train
9653,0,train
12856,0,train
11558,0,train
23870,0,train
20034,0,train
5069,1,train
21292,1,train
27540,1,train
28215,0,train
8507,0,train
4896,0,train
26584,0,train
5337,0,train
7041,0,train
7669,0,train
12104,0,train
10641,0,train
6778,0,train
8935,0,train
1155,0,train
21553,0,train
15409,0,train
1241,0,train
9952,1,train
2121,0,train
29491,0,train
9698,0,train
16389,0,train
12387,1,train
11189,0,train
2418,1,train
6712,0,train
20228,0,train
22531,0,train
27201,0,train
3522,0,train
1311,1,train
9536,0,train
25984,0,train
25480,0,train
8696,0,train
27472,0,train
4201,0,train
21290,0,train
6810,0,train
8014,0,train
18857,1,train
4300,0,train
468,0,train
9958,1,train
14003,0,train
7358,1,train
12170,1,train
5844,0,train
17144,0,train
20820,1,train
27036,0,train
15927,0,train
13540,1,train
29908,1,train
8114,1,train
28923,0,train
21244,0,train
7170,1,train
14846,0,train
2156,1,train
25122,1,train
20513,0,train
29395,0,train
3525,0,train
8260,1,train
22528,0,train
9341,1,train
6884,0,train
20411,0,train
531,0,train
28005,1,train
11416,0,train
25252,0,train
19297,0,train
24303,1,train
12808,0,train
14298,0,train
19606,0,train
20765,1,train
160,0,train
29199,0,train
13386,0,train
1045,1,train
17238,0,train
12735,1,train
11452,1,train
22380,0,train
14916,0,train
24801,0,train
3803,0,train
25750,1,train
26180,0,train
16664,0,train
11493,0,train
15499,0,train
24876,0,train
9346,0,train
27379,0,train
7112,0,train
16537,0,train
9220,0,train
23224,0,train
16980,0,train
15923,1,train
20194,0,train
22981,0,train
3413,0,train
22030,0,train
1791,0,train
27014,1,train
21061,0,train
14851,0,train
15768,0,train
17223,0,train
9516,0,train
12078,0,train
5515,0,train
18602,0,train
10489,0,train
9891,0,train
24756,0,train
7140,0,train
4820,0,train
25664,0,train
13605,1,train
21481,1,train
5310,0,train
24668,0,train
27861,0,train
22712,1,train
9687,0,train
11264,0,train
18689,1,train
10567,0,train
23509,0,train
9156,0,train
6657,0,train
24328,1,train
1458,1,train
20158,0,train
6175,1,train
2676,0,train
20327,0,train
25941,0,train
4451,0,train
21288,0,train
26785,1,train
14768,0,train
4701,0,train
20155,0,train
5021,0,train
21263,1,train
27836,0,train
23757,0,train
16304,0,train
13013,0,train
20359,1,train
14666,1,train
3250,0,train
8243,0,train
22492,1,train
14707,1,train
7793,1,train
28204,0,train
9868,0,train
15444,1,train
3652,0,train
6629,0,train
8791,0,train
11968,0,train
14329,1,train
26672,0,train
501,0,train
1602,0,train
8899,1,train
22852,1,train
8862,0,train
26829,0,train
10672,0,train
3761,0,train
14127,0,train
8352,0,train
22892,0,train
6805,0,train
25886,0,train
23365,0,train
5775,0,train
21349,0,train
11411,0,train
7086,1,train
28236,1,train
325,0,train
19894,0,train
29202,1,train
6298,0,train
24682,0,train
15452,0,train
15617,0,train
6989,1,train
23413,0,train
12669,1,train
4932,1,train
19028,0,train
9473,1,train
16387,1,train
5058,0,train
11909,0,train
17299,0,train
17760,0,train
5946,0,train
13813,0,train
1573,0,train
1581,0,train
20730,0,train
25280,0,train
5199,0,train
22249,0,train
8429,0,train
19250,0,train
10111,0,train
19948,0,train
24239,0,train
12653,0,train
8620,0,train
18798,0,train
24483,0,train
18020,1,train
2146,0,train
12148,0,train
22102,1,train
20986,0,train
29562,0,train
17375,1,train
6923,0,train
3816,1,train
9521,0,train
14990,0,train
19639,0,train
12493,0,train
1055,0,train
19711,0,train
19591,0,train
14893,0,train
11428,1,train
20938,0,train
10353,0,train
13464,0,train
10025,1,train
7452,0,train
4483,0,train
18870,0,train
27740,1,train
23231,0,train
3659,0,train
11499,0,train
28063,0,train
10964,1,train
23665,1,train
5790,0,train
3858,0,train
5704,0,train
16757,0,train
24372,0,train
20701,0,train
8402,0,train
24638,0,train
22321,0,train
15331,0,train
17435,0,train
8549,0,train
18333,0,train
29760,0,train
948,0,train
19470,0,train
14848,0,train
13712,1,train
28439,0,train
13997,0,train
8783,0,train
17997,0,train
13306,1,train
290,0,train
28146,0,train
23366,0,train
26724,0,train
9018,0,train
18345,0,train
27130,1,train
12054,1,train
19501,0,train
2815,0,train
1242,0,train
4255,0,train
22255,0,train
29959,0,train
18855,0,train
3514,0,train
23229,0,train
7691,0,train
9076,1,train
19127,1,train
28081,0,train
3204,0,train
1704,0,train
10417,0,train
25039,0,train
2917,0,train
22686,0,train
26213,0,train
13687,0,train
14289,1,train
12811,1,train
27936,0,train
12224,1,train
9846,0,train
7500,0,train
24947,0,train
17124,0,train
9143,1,train
19069,0,train
11327,0,train
20004,0,train
26678,0,train
7911,0,train
25955,0,train
29643,1,train
21155,0,train
9338,1,train
27186,0,train
12929,0,train
16515,1,train
3440,0,train
16635,1,train
1419,0,train
9933,1,train
28848,0,train
3441,0,train
3000,0,train
3006,0,train
15956,0,train
4911,0,train
22727,0,train
24551,0,train
14555,0,train
11750,1,train
20514,0,train
21311,1,train
12126,0,train
17689,0,train
13559,1,train
21872,0,train
28061,0,train
20536,0,train
6604,0,train
18687,0,train
27038,0,train
13983,0,train
24596,0,train
10927,0,train
23425,0,train
22796,1,train
21389,0,train
21799,0,train
27452,0,train
4915,0,train
15172,0,train
14718,0,train
26531,1,train
12100,0,train
12443,0,train
8432,0,train
10122,0,train
27799,0,train
1870,1,train
12055,1,train
7674,0,train
23440,0,train
28476,0,train
10036,0,train
17080,0,train
28359,0,train
5327,0,train
5369,0,train
13551,0,train
25047,0,train
1181,0,train
5301,0,train
25096,0,train
11366,0,train
28987,0,train
18703,0,train
27978,0,train
6984,0,train
11646,0,train
11352,0,train
12029,0,train
8044,1,train
13782,0,train
10912,0,train
1526,0,train
14440,1,train
9996,0,train
14420,1,train
26039,0,train
27715,0,train
26322,1,train
5891,0,train
16571,1,train
11636,0,train
22899,0,train
20929,0,train
21762,0,train
13682,0,train
24465,0,train
27318,0,train
18156,0,train
1599,0,train
22706,0,train
18751,0,train
24732,0,train
13446,0,train
23992,0,train
7997,0,train
22793,0,train
12688,0,train
18777,0,train
10604,0,train
14279,1,train
6343,0,train
320,0,train
25866,0,train
11848,0,train
11549,0,train
18128,0,train
1136,0,train
27689,1,train
27591,0,train
25490,0,train
5136,1,train
19739,0,train
8662,0,train
10992,0,train
81,0,train
17474,1,train
7123,1,train
25912,0,train
10726,0,train
26225,0,train
3990,1,train
887,0,train
3899,1,train
14602,0,train
27550,1,train
6345,1,train
9750,0,train
539,0,train
17231,1,train
3876,0,train
7299,0,train
4618,0,train
2308,0,train
25518,0,train
10855,0,train
20878,0,train
13142,0,train
16857,0,train
12876,1,train
2890,0,train
6806,0,train
13087,1,train
7556,1,train
10573,0,train
9758,0,train
24595,1,train
21783,0,train
894,0,train
18441,0,train
10190,0,train
26716,1,train
25574,0,train
29822,0,train
8368,0,train
13462,0,train
7527,0,train
20040,0,train
5167,0,train
13375,0,train
27542,0,train
13325,0,train
29249,1,train
1672,0,train
4958,1,train
28213,0,train
21612,0,train
13221,0,train
3936,0,train
17834,0,train
19729,0,train
15238,0,train
21381,1,train
27097,0,train
24256,1,train
24617,1,train
14515,0,train
10643,0,train
28345,0,train
2478,0,train
183,0,train
23180,0,train
12822,0,train
29507,0,train
11224,0,train
21864,0,train
371,1,train
4606,0,train
23567,0,train
23480,1,train
13603,0,train
17311,0,train
18790,0,train
16579,1,train
11877,0,train
21484,0,train
56,0,train
1296,0,train
10802,1,train
9249,0,train
12305,0,train
23669,0,train
18465,0,train
18065,1,train
129,1,train
22112,1,train
7618,1,train
11927,0,train
15565,0,train
22973,1,train
29355,1,train
1461,1,train
3457,0,train
8608,0,train
20078,0,train
14735,0,train
12498,1,train
10583,0,train
5717,0,train
12414,0,train
7538,0,train
27074,0,train
24107,0,train
17594,0,train
22726,0,train
28837,0,train
22478,0,train
1030,1,train
12589,1,train
3193,0,train
14100,0,train
19159,0,train
1717,0,train
24684,0,train
8317,0,train
13505,1,train
19828,0,train
13298,0,train
7088,1,train
17681,0,train
23117,0,train
5885,1,train
984,0,train
6005,0,train
579,0,train
27060,1,train
17333,0,train
8082,0,train
3924,0,train
15883,0,train
21524,1,train
3911,1,train
7989,0,train
10012,0,train
4082,0,train
24976,0,train
24569,0,train
16284,0,train
12038,0,train
24717,1,train
7477,1,train
20723,0,train
22965,0,train
25170,0,train
1310,0,train
15544,0,train
19294,0,train
13108,0,train
18743,0,train
21493,0,train
24338,0,train
7161,0,train
505,0,train
4988,0,train
6724,1,train
24001,0,train
28543,0,train
5609,0,train
19304,0,train
5156,0,train
3014,0,train
770,0,train
5530,0,train
2132,0,train
10827,0,train
28564,0,train
13729,0,train
8795,1,train
21685,0,train
8097,0,train
6645,0,train
1559,1,train
11418,1,train
15019,0,train
7451,1,train
12132,1,train
10193,0,train
2051,0,train
2364,1,train
28750,0,train
4755,0,train
5551,0,train
3043,0,train
5811,0,train
141,1,train
26399,0,train
10623,1,train
17630,0,train
17956,0,train
4331,0,train
14751,0,train
22755,0,train
2107,0,train
25393,0,train
26435,0,train
9046,0,train
9841,1,train
22106,0,train
15642,0,train
22824,0,train
17112,0,train
19252,1,train
7250,1,train
4532,0,train
25598,0,train
1910,0,train
17122,1,train
570,0,train
27819,0,train
26036,0,train
24833,0,train
2034,0,train
24502,0,train
20467,0,train
22672,0,train
3111,0,train
3731,0,train
15877,0,train
23192,0,train
2487,0,train
7303,0,train
11694,0,train
19988,0,train
1165,0,train
15034,1,train
2497,0,train
25165,0,train
5374,0,train
6873,0,train
4950,0,train
28134,0,train
10151,0,train
2869,0,train
5085,1,train
19650,1,train
29657,0,train
752,0,train
20371,1,train
14191,0,train
95,0,train
15401,0,train
6253,0,train
6536,0,train
2682,0,train
881,0,train
549,0,train
15077,1,train
20367,1,train
26613,0,train
9745,0,train
13699,0,train
5450,0,train
29128,0,train
24132,0,train
7680,1,train
24998,0,train
8690,1,train
4844,0,train
5290,0,train
14155,0,train
8980,0,train
29856,0,train
29726,0,train
12631,0,train
6874,0,train
17534,1,train
25301,0,train
8278,1,train
8055,0,train
26398,0,train
14915,1,train
16869,0,train
21066,0,train
1194,0,train
14050,1,train
9828,0,train
27071,0,train
1765,0,train
6260,0,train
15525,0,train
22881,0,train
10781,0,train
20,0,train
2345,0,train
4363,0,train
13154,1,train
24218,0,train
28093,0,train
3107,0,train
2341,0,train
26604,0,train
22860,0,train
15840,0,train
10750,0,train
18636,0,train
12586,0,train
18298,0,train
27270,0,train
20650,0,train
4651,0,train
18673,1,train
14037,1,train
4985,0,train
26324,0,train
11983,0,train
19148,0,train
25353,0,train
14563,1,train
6102,0,train
6461,0,train
8412,0,train
29820,1,train
25838,1,train
14137,0,train
7340,1,train
2705,0,train
11667,1,train
22795,0,train
29581,0,train
22195,0,train
29119,1,train
4703,1,train
20833,0,train
17909,1,train
3316,0,train
24052,0,train
5644,0,train
1122,1,train
22601,1,train
10675,0,train
2314,0,train
2462,1,train
12319,1,train
5004,0,train
24615,0,train
28190,0,train
12717,0,train
12439,0,train
13187,0,train
6616,1,train
3967,0,train
3713,0,train
7750,1,train
23560,0,train
8725,0,train
3011,0,train
5809,0,train
15352,0,train
29992,1,train
17652,0,train
23552,0,train
4247,0,train
3937,0,train
23441,0,train
7357,1,train
25420,0,train
24991,0,train
9001,0,train
29,0,train
8410,0,train
3903,0,train
15112,1,train
20570,0,train
19708,1,train
148,0,train
6211,0,train
17783,0,train
21659,0,train
17563,1,train
17777,0,train
27424,0,train
29061,0,train
9282,0,train
9498,0,train
14587,1,train
24120,0,train
12862,1,train
18984,0,train
10144,0,train
11574,0,train
5584,0,train
18600,0,train
29405,0,train
18641,0,train
17607,0,train
28921,1,train
15660,0,train
6703,1,train
14344,0,train
14884,1,train
20909,0,train
5821,0,train
7152,1,train
361,1,train
3984,0,train
18218,0,train
25531,1,train
285,0,train
7696,0,train
27524,1,train
10689,0,train
16773,1,train
19131,1,train
4261,0,train
25556,0,train
7619,0,train
14772,0,train
12909,1,train
11300,1,train
5574,0,train
4361,0,train
12400,0,train
22226,0,train
10154,0,train
2976,0,train
18019,0,train
28931,0,train
22221,0,train
4491,0,train
2062,0,train
21068,0,train
23403,0,train
3398,1,train
4477,0,train
4381,0,train
4675,1,train
20635,0,train
10771,0,train
17545,1,train
675,0,train
13213,0,train
11591,0,train
18149,0,train
12881,0,train
19900,1,train
22567,0,train
22837,1,train
13197,1,train
8851,0,train
8749,0,train
1347,0,train
783,1,train
19521,1,train
4400,0,train
21728,0,train
20083,0,train
22936,0,train
7949,0,train
22700,1,train
3970,0,train
13495,0,train
11711,0,train
24897,0,train
23187,1,train
5320,0,train
14472,1,train
25581,0,train
24589,0,train
14711,0,train
22865,0,train
20142,0,train
10162,0,train
22915,0,train
16789,1,train
24807,0,train
29409,1,train
6087,0,train
29888,0,train
15300,0,train
5165,0,train
7379,0,train
17993,0,train
13656,1,train
15469,1,train
28983,0,train
11494,0,train
26284,0,train
18069,0,train
18533,0,train
5722,1,train
2892,0,train
18232,0,train
28220,0,train
29190,1,train
29892,0,train
2359,0,train
1963,0,train
29831,1,train
8815,0,train
10644,0,train
29928,0,train
12316,0,train
